001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
001	001577c3	kar_890809	120.196.100.99	1116	954	200
